frame_id,index_x_coor,index_y_coor,index_z_coor,palm_x_coor,palm_y_coor,palm_z_coor,index_x_velocity,index_y_velocity,index_z_velocity,palm_velocity_x,palm_velocity_y,palm_velocity_z,confidence,hand_grab_angle,hand_grab_strength,armPosition_x,armPosition_y,armPosition_z,tip_rotation_x,tip_rotation_y,tip_rotation_z,tip_rotation_w,target
64270,-179.82669067382812,338.3179016113281,-122.4726104736328,-136.6329803466797,267.5943908691406,158.62855529785156,254.8612048244104,979.9929475644605,-185.3257778100669,-17.739749908447266,200.6623687744141,48.10678482055664,0.651839017868042,1.9421911239624023,0.0,-111.32478332519533,210.5454559326172,190.7520446777344,0.2896787226200104,0.1973315775394439,-0.0142293572425842,0.936452865600586,1
64271,-178.07862854003906,344.5065612792969,-122.64057159423828,-136.73231506347656,268.7477111816406,158.1650848388672,208.76537975657263,739.0915121347643,-20.059050791023765,20.296518325805664,138.4312744140625,-54.904563903808594,0.657657265663147,2.2484984397888184,0.0,-111.20979309082033,211.6900634765625,190.325439453125,0.3572264909744262,0.1886614859104156,-0.0327154844999313,0.9141803979873656,1
64273,-177.70248413085938,347.5960693359375,-123.21820831298828,-136.4944305419922,270.2680969238281,157.37510681152344,44.94019134377595,369.12175173987634,-69.01366611942649,41.96422576904297,87.64935302734375,5.275139808654785,0.7167837619781494,2.496007442474365,0.0,-110.88493347167967,213.41134643554688,189.92127990722656,0.3949540853500366,0.1905765235424041,-0.0346896946430206,0.8980470299720764,1
64275,-175.84820556640625,351.9810485839844,-124.53980255126952,-136.82022094726562,271.1896057128906,157.53250122070312,221.4681042241864,523.7255392712541,-157.84627839457244,5.786708831787109,56.64077377319336,0.3667599856853485,0.7290989756584167,2.5355615615844727,0.0,-110.8898468017578,214.4480743408203,190.06846618652344,0.4275318682193756,0.1687978208065033,-0.048244509845972,0.886789858341217,1
64277,-176.8876495361328,356.71063232421875,-128.07579040527344,-136.4353485107422,270.7513732910156,158.20062255859375,-124.22808274347337,565.2513625901192,-422.5999712352641,97.63273620605467,-46.83551788330078,42.06156921386719,0.7242169380187988,2.5139365196228027,0.0,-110.07131958007812,214.3103485107422,191.01272583007807,0.4725835919380188,0.1665810793638229,-0.0485427193343639,0.864036500453949,1
64279,-177.139892578125,359.202880859375,-130.78306579589844,-135.53604125976562,270.20880126953125,158.97866821289062,-30.1309636720689,297.7043468928896,-323.389758547768,96.15243530273438,-47.71854019165039,35.41109085083008,0.7186362147331238,2.4820046424865723,0.0,-108.93798828125,213.78421020507807,191.6537933349609,0.4906353950500488,0.1732864826917648,-0.0530501119792461,0.8523111939430237,1
64280,-176.88278198242188,359.3491516113281,-131.31581115722656,-134.92837524414062,269.9772033691406,159.2222442626953,30.70099457981996,17.465859587071463,-63.61391838337295,104.75482177734376,-27.39228057861328,29.70644187927246,0.7214094996452332,2.477171897888184,0.0,-108.2689208984375,213.5518341064453,191.8560943603516,0.4931036829948425,0.1795714646577835,-0.05527089163661,0.849439799785614,1
64282,-176.42019653320312,359.2030639648437,-131.97906494140625,-134.16278076171875,270.08819580078125,159.5732421875,55.22895528236404,-17.44168155011721,-79.18712888436858,64.67768096923828,11.875707626342772,19.3408145904541,0.7222193479537964,2.474642038345337,0.0,-107.3668975830078,213.5655670166016,191.8173675537109,0.4908783435821533,0.1890835911035537,-0.0601370893418788,0.8483332991600037,1
64284,-176.4427947998047,357.1915588378906,-131.76414489746094,-133.89772033691406,270.50445556640625,159.67327880859375,-2.6983004794456065,-240.1797157349065,25.662094701547176,47.91530990600586,31.031414031982425,1.7275526523590088,0.7211774587631226,2.474252462387085,0.0,-106.89646911621094,213.9763336181641,191.6672515869141,0.4779695868492126,0.1990064531564712,-0.0623817816376686,0.8532584309577942,1
64286,-175.4844970703125,356.5345764160156,-129.90032958984375,-133.67507934570312,270.9687805175781,159.39183044433594,114.34018059296068,-78.3884657677263,222.3828485723352,48.85665893554688,21.81298065185547,-24.67661666870117,0.7216123938560486,2.4789326190948486,0.0,-106.61361694335938,214.58421325683597,191.53515625,0.4669513702392578,0.1979328989982605,-0.0717826336622238,0.8588516712188721,1
64288,-174.757080078125,356.2668762207031,-127.82682800292967,-133.771728515625,271.6014099121094,159.18997192382812,86.82465912401676,-31.952756747603416,247.4936252664775,15.50265884399414,40.30340194702149,-0.705683171749115,0.7252936959266663,2.488280773162842,0.0,-106.4405517578125,215.32589721679688,191.3347320556641,0.4553849697113037,0.1942401230335235,-0.0788995325565338,0.8652572631835938,1
64289,-174.52825927734375,355.7822570800781,-127.30413818359376,-133.80801391601562,271.8273620605469,159.20567321777344,3.530418866779655,-14.085223026573658,20.419745882274583,27.868736267089844,27.209291458129883,2.495346069335937,0.7243680357933044,2.4867796897888184,0.0,-106.37896728515624,215.5972137451172,191.3629150390625,0.4525834023952484,0.1965799778699875,-0.0817111507058143,0.8659375309944153,1
64291,-174.3111572265625,355.510498046875,-127.05602264404295,-133.52362060546875,271.97052001953125,159.08531188964844,49.70815659593791,-76.2226953599602,71.6138473302126,54.01026916503906,4.795756816864014,-12.18061637878418,0.723492443561554,2.4867985248565674,0.0,-106.0825653076172,215.98390197753903,191.5541076660156,0.4470553398132324,0.2016297876834869,-0.0891304910182952,0.8669156432151794,1
64293,-174.760009765625,355.3716125488281,-126.82295989990234,-133.39303588867188,272.130126953125,159.05679321289062,-53.5673274230212,-16.574986884836107,27.814364939462397,32.691104888916016,19.610307693481445,6.353747367858887,0.7209553122520447,2.4844369888305664,0.0,-105.79597473144533,216.20318603515625,191.5714874267578,0.4423743486404419,0.2092901021242141,-0.0908018052577972,0.867327868938446,1
