frame_id,index_x_coor,index_y_coor,index_z_coor,palm_x_coor,palm_y_coor,palm_z_coor,index_x_velocity,index_y_velocity,index_z_velocity,palm_velocity_x,palm_velocity_y,palm_velocity_z,confidence,hand_grab_angle,hand_grab_strength,armPosition_x,armPosition_y,armPosition_z,tip_rotation_x,tip_rotation_y,tip_rotation_z,tip_rotation_w,target
17172,-220.7856903076172,380.65972900390625,62.885074615478516,-176.49859619140625,365.18023681640625,-26.836341857910156,69.85253310995176,179.09944980056025,108.68840206239838,71.06836700439453,24.552770614624023,-0.8067435622215271,0.6831479072570801,2.639631509780884,0.40531983971595764,-156.7132568359375,340.9411315917969,18.35822868347168,-0.3583931028842926,0.4644480347633362,-0.0898091271519661,0.8048458099365234,1
17173,-220.1465301513672,381.74017333984375,63.47498321533203,-175.85922241210938,364.9201965332031,-26.90889549255371,76.36220552399755,129.08362893294543,70.47798787502688,109.69613647460938,-31.257247924804688,-8.172860145568848,0.6810637712478638,2.6256766319274902,0.37563279271125793,-156.20391845703125,340.2960510253906,18.12407684326172,-0.3355681896209717,0.45907336473464966,-0.09886300563812256,0.8166220784187317,1
17175,-218.74534606933594,381.758056640625,63.64830017089844,-174.14633178710938,364.2414245605469,-26.915842056274414,167.27893214160576,2.134979619178921,20.691267921880353,137.00735473632812,-28.821805953979492,7.552199840545654,0.6791877150535583,2.6306676864624023,0.34956637024879456,-155.22438049316406,338.53289794921875,17.725067138671875,-0.3392980098724365,0.45569825172424316,-0.11036200821399689,0.8154975175857544,1
17177,-218.51776123046875,380.2220458984375,63.546295166015625,-172.88958740234375,363.2618713378906,-26.61746597290039,27.17142496316228,-183.38480204436928,-12.178409378393553,89.7455062866211,-74.14677429199219,33.272918701171875,0.6788917183876038,2.6378839015960693,0.32108551263809204,-154.33547973632812,336.905029296875,17.62476921081543,-0.34106284379959106,0.44628873467445374,-0.1194186732172966,0.818682849407196,1
17179,-218.48609924316406,378.41558837890625,63.19573974609375,-172.1796875,361.90985107421875,-26.154481887817383,3.7833968410268426,-215.85965552553535,-41.88904049433768,81.17500305175781,-89.55406951904297,27.26531219482422,0.680391788482666,2.6328325271606445,0.30352795124053955,-153.6712646484375,335.09393310546875,17.7666015625,-0.34325170516967773,0.4406506419181824,-0.11677325516939163,0.821199893951416,1
17181,-217.17588806152344,375.69256591796875,63.18603515625,-171.2019805908203,360.28643798828125,-25.958703994750977,156.69050949811935,-325.6511490345001,-1.160589337348938,89.02578735351562,-95.50204467773438,1.5006150007247925,0.6761481165885925,2.6291208267211914,0.3191497325897217,-152.87123107910156,333.186767578125,17.834592819213867,-0.36413735151290894,0.4238511323928833,-0.11528243869543076,0.8212576508522034,1
17183,-215.98731994628906,373.2843933105469,63.95030975341797,-170.47203063964844,358.8105163574219,-25.9215030670166,141.90916774095967,-287.52392573514953,91.25061544182245,73.83546447753906,-86.42344665527344,-10.088438034057617,0.6723692417144775,2.621948003768921,0.3241148889064789,-152.278564453125,331.5505676269531,17.772933959960938,-0.3742309510707855,0.40354081988334656,-0.11875082552433014,0.826440691947937,1
17185,-214.79812622070312,370.13104248046875,65.12173461914062,-169.34481811523438,357.0185852050781,-26.21727180480957,141.88221963646356,-376.22500475565903,139.76222419453552,109.09136962890625,-118.0345458984375,-20.188648223876953,0.6646797060966492,2.6135916709899902,0.3096535801887512,-151.29425048828125,329.8543701171875,17.550344467163086,-0.3822493851184845,0.38812455534935,-0.1262868344783783,0.829033374786377,1
17186,-213.5625762939453,367.8155822753906,65.69351196289062,-168.67295837402344,355.866943359375,-26.377492904663086,147.62824149860535,-276.66006118641235,68.3181488327682,113.15475463867188,-138.51361083984375,-18.684614181518555,0.6583071351051331,2.614811897277832,0.31533947587013245,-150.7086639404297,328.8386535644531,17.490751266479492,-0.3973606824874878,0.37456047534942627,-0.1296767145395279,0.8276429772377014,1
17188,-211.65652465820312,363.85089111328125,67.8482666015625,-167.6722869873047,353.4148864746094,-26.841901779174805,227.30177635326982,-472.8000684455037,256.96027735620737,77.54544830322266,-147.43264770507812,-36.869873046875,0.641425609588623,2.6015992164611816,0.2687525749206543,-149.7842559814453,326.7132873535156,17.25794219970703,-0.3983101546764374,0.34704285860061646,-0.14538376033306122,0.8365248441696167,1
17190,-208.4237060546875,356.9100341796875,71.30392456054688,-166.4035186767578,350.4483337402344,-27.366912841796875,385.7574265433941,-828.2206449187361,412.34782546176575,146.32086181640625,-194.2462615966797,-20.177488327026367,0.641579270362854,2.5924627780914307,0.2177470624446869,-148.3992919921875,324.3924865722656,17.014694213867188,-0.4115377366542816,0.29062673449516296,-0.15776675939559937,0.8492835164070129,1
17192,-203.92587280273438,350.4024353027344,76.84696960449219,-164.34986877441406,347.49798583984375,-28.160808563232422,537.168745821109,-777.1917123699095,661.996652053087,160.75392150878906,-182.0023193359375,-44.96517562866211,0.6348869800567627,2.5759332180023193,0.11098766326904297,-146.5613250732422,322.6144104003906,16.848838806152344,-0.39360857009887695,0.23472468554973602,-0.17687900364398956,0.8710283637046814,1
17194,-198.1219940185547,345.88623046875,85.41619873046875,-162.1557159423828,344.76214599609375,-29.83679962158203,693.8565602859017,-539.914506863337,1024.4555523556191,198.05889892578125,-178.9727783203125,-103.43334197998047,0.6342115998268127,2.6051342487335205,0.0,-145.08106994628906,321.8420715332031,16.55443572998047,-0.338547945022583,0.17876332998275757,-0.19274628162384033,0.9034809470176697,1
17196,-191.62953186035156,346.10546875,92.15536499023438,-159.722900390625,343.18487548828125,-31.74677848815918,774.9931394692976,26.170066107064486,804.441749492893,176.4691619873047,-99.88722229003906,-123.4529037475586,0.6531614065170288,2.626608371734619,0.0,-143.21011352539062,321.3780822753906,15.408920288085938,-0.26804617047309875,0.13739730417728424,-0.2028026133775711,0.9317426085472107,1
17197,-187.59075927734375,346.70611572265625,94.4874496459961,-158.20826721191406,342.4710388183594,-32.49813461303711,482.5295749871293,71.76188371004537,278.62420937319985,213.19894409179688,-85.04290771484375,-89.16763305664062,0.6627082228660583,2.6331801414489746,0.0,-142.195556640625,320.9885559082031,15.02328109741211,-0.24011990427970886,0.11856596916913986,-0.21297186613082886,0.9396422505378723,1
17199,-181.17178344726562,348.85504150390625,98.00486755371094,-155.7923126220703,342.1033020019531,-33.783775329589844,766.6584920953028,256.6596670076251,420.1072539581219,172.12229919433594,-6.2425150871276855,-86.67046356201172,0.6827531456947327,2.6271424293518066,0.0,-140.37730407714844,321.2481994628906,14.208158493041992,-0.18822360038757324,0.08782324194908142,-0.21670940518379211,0.9538846611976624,1
17201,-174.97879028320312,350.2898254394531,99.8414535522461,-152.69834899902344,341.6595458984375,-35.06077575683594,739.4913035100326,171.32430387777276,219.3025792352273,225.39927673339844,-11.285116195678711,-74.75436401367188,0.7021270394325256,2.636093854904175,0.0,-138.3529052734375,320.98858642578125,13.300583839416504,-0.16183501482009888,0.07026829570531845,-0.2167901247739792,0.9601426124572754,1
17203,-170.0562744140625,352.5521240234375,102.51814270019531,-149.8225860595703,341.33673095703125,-36.73455047607422,587.583795146551,270.0428039380349,319.50718083803076,211.7005615234375,16.506439208984375,-85.71365356445312,0.6966630816459656,2.6409854888916016,0.0,-136.42840576171875,320.1875,11.677850723266602,-0.1296250820159912,0.06123938784003258,-0.214294895529747,0.9661908745765686,1
17205,-164.26663208007812,355.6438903808594,104.13863372802734,-147.30038452148438,341.5975341796875,-37.99146270751953,690.4029220319353,368.686769280117,193.2402169603156,176.19615173339844,-1.1051024198532104,-100.75350189208984,0.7056275606155396,2.636575698852539,0.0,-134.6105499267578,319.994140625,10.40675163269043,-0.0847502201795578,0.03762122988700867,-0.21247518062591553,0.97275710105896,1
17207,-160.97097778320312,358.2846374511719,105.25785064697266,-144.8885498046875,342.3730163574219,-39.178627014160156,392.93752874806523,314.8536024671048,133.44310132297687,172.55357360839844,68.1436996459961,-68.52847290039062,0.7138776183128357,2.6519100666046143,0.0,-133.0799102783203,320.118408203125,9.096266746520996,-0.07467292249202728,0.03579190373420715,-0.21835459768772125,0.9723498225212097,1
17209,-157.40936279296875,359.96435546875,107.2063217163086,-143.102294921875,342.76934814453125,-40.76267623901367,424.8785060639493,200.3799073942937,232.44047414395027,128.07730102539062,-14.584157943725586,-84.65299987792969,0.7160762548446655,2.667283773422241,0.0,-132.5826873779297,319.7038879394531,7.392696380615234,-0.06463667750358582,0.02658712863922119,-0.2243368923664093,0.9720021486282349,1
17210,-156.3116455078125,360.4288024902344,108.02220916748047,-142.472412109375,342.25177001953125,-41.557979583740234,130.8849225542508,55.377749134087935,97.2813012090046,107.53317260742188,-61.6439323425293,-94.49806213378906,0.7187406420707703,2.6717772483825684,0.0,-132.3830108642578,318.91961669921875,6.5714216232299805,-0.0574442595243454,0.027650177478790283,-0.23012641072273254,0.9710702896118164,1
17212,-155.1396026611328,361.8439025878906,108.55660247802734,-142.1351318359375,341.30328369140625,-42.34046936035156,139.59723128355108,168.5467866482213,63.649402221199125,27.138277053833008,-69.63387298583984,-51.123600006103516,0.7197788953781128,2.6696996688842773,0.0,-132.55264282226562,317.47943115234375,5.657217979431152,-0.038301438093185425,0.029075322672724724,-0.24312202632427216,0.9688030481338501,1
17214,-156.765625,361.7209777832031,107.86021423339844,-143.48153686523438,340.1812744140625,-42.51038360595703,-194.12616636324674,-14.675641603767872,-83.13980503147468,-63.967647552490234,-92.15157318115234,-4.965717792510986,0.7205638885498047,2.668787956237793,0.0,-133.93771362304688,315.32537841796875,5.000170707702637,-0.043634429574012756,0.035988301038742065,-0.25723549723625183,0.9646920561790466,1
17216,-162.33937072753906,361.45599365234375,106.50344848632812,-146.41749572753906,338.0821228027344,-42.32212448120117,-665.6013533027144,-31.643674599705264,-162.02122621110175,-146.66140747070312,-170.73667907714844,17.854825973510742,0.7242687344551086,2.6600942611694336,0.0,-136.49490356445312,312.75579833984375,4.856888771057129,-0.03751794993877411,0.06977179646492004,-0.2611522674560547,0.9620414972305298,1
17218,-169.0509490966797,359.3711242675781,104.69034576416016,-150.89341735839844,334.84375,-41.54632568359375,-801.2442857318092,-248.89669600245543,-216.4525415156386,-263.382568359375,-230.65435791015625,69.07274627685547,0.719444751739502,2.6460375785827637,0.0,-139.67913818359375,309.4582214355469,5.433144569396973,-0.03467418998479843,0.09403461217880249,-0.26455503702163696,0.9591484665870667,1
