x,y,z
-121.01210021972656,320.66387939453125,-35.25920486450195
-129.9635467529297,325.2789611816406,-34.34579849243164
-129.9635467529297,325.2789611816406,-34.34579849243164
-129.9635467529297,325.2789611816406,-34.34579849243164
-139.801513671875,325.82135009765625,-33.04242706298828
-139.801513671875,325.82135009765625,-33.04242706298828
-149.35462951660156,326.02117919921875,-31.829687118530273
-149.35462951660156,326.02117919921875,-31.829687118530273
-162.66659545898438,323.7560729980469,-33.12143325805664
-162.66659545898438,323.7560729980469,-33.12143325805664
-174.15184020996094,315.34478759765625,-33.73185348510742
-174.15184020996094,315.34478759765625,-33.73185348510742
-174.15184020996094,315.34478759765625,-33.73185348510742
-184.88433837890625,303.1888122558594,-34.454185485839844
-184.88433837890625,303.1888122558594,-34.454185485839844
-191.32943725585938,288.736083984375,-35.12778854370117
-191.32943725585938,288.736083984375,-35.12778854370117
-194.97549438476562,274.8156433105469,-35.248512268066406
-194.97549438476562,274.8156433105469,-35.248512268066406
-196.80770874023438,263.3216247558594,-35.8134880065918
-196.80770874023438,263.3216247558594,-35.8134880065918
-196.80770874023438,263.3216247558594,-35.8134880065918
-197.88111877441406,250.470458984375,-38.08277893066406
-197.88111877441406,250.470458984375,-38.08277893066406
-194.7589569091797,233.0645751953125,-37.95274353027344
-194.7589569091797,233.0645751953125,-37.95274353027344
-190.997802734375,216.8004608154297,-39.66734313964844
-190.997802734375,216.8004608154297,-39.66734313964844
-188.05747985839844,205.64952087402344,-42.27631378173828
-188.05747985839844,205.64952087402344,-42.27631378173828
-188.05747985839844,205.64952087402344,-42.27631378173828
-182.09793090820312,194.13632202148438,-44.721370697021484
-182.09793090820312,194.13632202148438,-44.721370697021484
-175.94271850585938,188.6614227294922,-46.85798645019531
-175.94271850585938,188.6614227294922,-46.85798645019531
-166.06942749023438,191.02896118164062,-46.623329162597656
-166.06942749023438,191.02896118164062,-46.623329162597656
-154.4294891357422,200.90878295898438,-46.17655563354492
-154.4294891357422,200.90878295898438,-46.17655563354492
-143.57948303222656,210.61643981933594,-45.46981430053711
-143.57948303222656,210.61643981933594,-45.46981430053711
-143.57948303222656,210.61643981933594,-45.46981430053711
-131.50599670410156,225.4808807373047,-44.71427536010742
-131.50599670410156,225.4808807373047,-44.71427536010742
-123.29069519042969,235.54867553710938,-44.13677978515625
-123.29069519042969,235.54867553710938,-44.13677978515625
-116.36393737792969,246.45236206054688,-42.55897521972656
-116.36393737792969,246.45236206054688,-42.55897521972656
-114.15972900390625,254.5398406982422,-41.34160232543945
-114.15972900390625,254.5398406982422,-41.34160232543945
-114.21061706542969,259.0714416503906,-40.27231216430664
-114.21061706542969,259.0714416503906,-40.27231216430664
-114.21061706542969,259.0714416503906,-40.27231216430664
-118.18643188476562,259.1073303222656,-39.265357971191406
-118.18643188476562,259.1073303222656,-39.265357971191406
-118.18643188476562,259.1073303222656,-39.265357971191406
-123.37770080566406,251.034423828125,-36.984642028808594
-123.37770080566406,251.034423828125,-36.984642028808594
-133.7474365234375,239.7530059814453,-34.17577362060547
-133.7474365234375,239.7530059814453,-34.17577362060547
-133.7474365234375,239.7530059814453,-34.17577362060547
-141.60372924804688,233.1055908203125,-33.820133209228516
-141.60372924804688,233.1055908203125,-33.820133209228516
-141.60372924804688,233.1055908203125,-33.820133209228516
-150.25604248046875,230.43601989746094,-33.67805099487305
-150.25604248046875,230.43601989746094,-33.67805099487305
-157.05245971679688,231.82334899902344,-33.988075256347656
-157.05245971679688,231.82334899902344,-33.988075256347656
-161.49618530273438,235.75660705566406,-33.729610443115234
-161.49618530273438,235.75660705566406,-33.729610443115234
-161.49618530273438,235.75660705566406,-33.729610443115234
-172.65692138671875,267.26861572265625,-34.54509735107422
-173.1868438720703,271.92041015625,-35.220726013183594
-173.1868438720703,271.92041015625,-35.220726013183594
-173.1708221435547,275.79766845703125,-36.24833679199219
-173.1708221435547,275.79766845703125,-36.24833679199219
-173.1708221435547,275.79766845703125,-36.24833679199219
-172.71485900878906,280.5387268066406,-36.466957092285156
-172.71485900878906,280.5387268066406,-36.466957092285156
-170.91709899902344,285.6151428222656,-36.19023132324219
-170.91709899902344,285.6151428222656,-36.19023132324219
-168.34730529785156,288.3373107910156,-36.52936935424805
-168.34730529785156,288.3373107910156,-36.52936935424805
-168.34730529785156,288.3373107910156,-36.52936935424805
-164.21719360351562,286.4889221191406,-37.29653549194336
-164.21719360351562,286.4889221191406,-37.29653549194336
-160.2758331298828,280.591552734375,-37.611019134521484
-160.2758331298828,280.591552734375,-37.611019134521484
-160.2758331298828,280.591552734375,-37.611019134521484
-155.35256958007812,268.4400329589844,-36.71648025512695
-155.35256958007812,268.4400329589844,-36.71648025512695
-152.2196807861328,258.5223388671875,-36.63062286376953
-152.2196807861328,258.5223388671875,-36.63062286376953
-149.4076690673828,249.54086303710938,-36.58751678466797
-149.4076690673828,249.54086303710938,-36.58751678466797
-145.8076629638672,241.76959228515625,-37.321372985839844
-145.8076629638672,241.76959228515625,-37.321372985839844
-142.7979278564453,238.92877197265625,-38.87848663330078
-142.7979278564453,238.92877197265625,-38.87848663330078
-142.7979278564453,238.92877197265625,-38.87848663330078
-138.58148193359375,240.63003540039062,-38.05146789550781
-138.58148193359375,240.63003540039062,-38.05146789550781
-133.2594451904297,245.85052490234375,-36.92930603027344
-133.2594451904297,245.85052490234375,-36.92930603027344
-127.97636413574219,256.11785888671875,-35.773075103759766
-127.97636413574219,256.11785888671875,-35.773075103759766
-124.89286804199219,264.4911193847656,-35.210960388183594
-124.89286804199219,264.4911193847656,-35.210960388183594
-124.89286804199219,264.4911193847656,-35.210960388183594
-120.30007934570312,270.7077331542969,-34.751861572265625
-120.30007934570312,270.7077331542969,-34.751861572265625
-116.80264282226562,274.33526611328125,-35.539154052734375
-116.80264282226562,274.33526611328125,-35.539154052734375
-113.52442932128906,277.1619567871094,-36.42914962768555
-113.52442932128906,277.1619567871094,-36.42914962768555
-109.0850830078125,276.0552673339844,-37.802894592285156
-109.0850830078125,276.0552673339844,-37.802894592285156
-109.0850830078125,276.0552673339844,-37.802894592285156
-104.83514404296875,272.64239501953125,-38.86614990234375
-104.83514404296875,272.64239501953125,-38.86614990234375
-101.36402893066406,267.2674255371094,-40.44284439086914
-101.36402893066406,267.2674255371094,-40.44284439086914
-96.81332397460938,258.8131408691406,-42.18272018432617
-96.81332397460938,258.8131408691406,-42.18272018432617
-93.26126098632812,252.65521240234375,-43.32393264770508
-93.26126098632812,252.65521240234375,-43.32393264770508
-90.52369689941406,250.19808959960938,-43.91123580932617
-90.52369689941406,250.19808959960938,-43.91123580932617
-86.85696411132812,252.12400817871094,-44.877559661865234
-86.85696411132812,252.12400817871094,-44.877559661865234
-86.85696411132812,252.12400817871094,-44.877559661865234
-83.24702453613281,258.45635986328125,-45.126853942871094
-83.24702453613281,258.45635986328125,-45.126853942871094
-80.13572692871094,265.3038635253906,-45.27779006958008
-80.13572692871094,265.3038635253906,-45.27779006958008
-78.75790405273438,273.1578369140625,-46.07990264892578
-78.75790405273438,273.1578369140625,-46.07990264892578
-76.62948608398438,278.49298095703125,-47.33297348022461
-76.62948608398438,278.49298095703125,-47.33297348022461
-76.62948608398438,278.49298095703125,-47.33297348022461
-74.36480712890625,281.2015380859375,-48.84920883178711
-74.36480712890625,281.2015380859375,-48.84920883178711
-74.36480712890625,281.2015380859375,-48.84920883178711
-70.12887573242188,277.7999267578125,-51.24563980102539
-70.12887573242188,277.7999267578125,-51.24563980102539
-70.12887573242188,277.7999267578125,-51.24563980102539
-65.54969787597656,268.6834411621094,-54.12155532836914
-65.54969787597656,268.6834411621094,-54.12155532836914
-65.54969787597656,268.6834411621094,-54.12155532836914
-61.054325103759766,261.9629821777344,-56.025264739990234
-61.054325103759766,261.9629821777344,-56.025264739990234
-56.46364974975586,263.34716796875,-57.37983703613281
-56.46364974975586,263.34716796875,-57.37983703613281
-56.46364974975586,263.34716796875,-57.37983703613281
-52.372798919677734,266.8858642578125,-56.83942794799805
-52.372798919677734,266.8858642578125,-56.83942794799805
-48.66312789916992,275.010009765625,-56.710205078125
-48.66312789916992,275.010009765625,-56.710205078125
-44.96097183227539,280.0624694824219,-56.48326110839844
-44.96097183227539,280.0624694824219,-56.48326110839844
-40.8124885559082,280.5318298339844,-56.52290344238281
-40.8124885559082,280.5318298339844,-56.52290344238281
-40.8124885559082,280.5318298339844,-56.52290344238281
-37.64767837524414,274.20751953125,-57.18412399291992
-37.64767837524414,274.20751953125,-57.18412399291992
-35.29879379272461,267.3008728027344,-58.15217590332031
-35.29879379272461,267.3008728027344,-58.15217590332031
-35.29879379272461,267.3008728027344,-58.15217590332031
-32.30612564086914,260.4350280761719,-58.926456451416016
-32.30612564086914,260.4350280761719,-58.926456451416016
-27.367919921875,258.4631652832031,-58.83789825439453
-27.367919921875,258.4631652832031,-58.83789825439453
-5.121376037597656,280.5110778808594,-56.04892349243164
-4.84722900390625,283.4888610839844,-55.604942321777344
-4.84722900390625,283.4888610839844,-55.604942321777344
-5.698604583740234,290.63043212890625,-55.093177795410156
-5.698604583740234,290.63043212890625,-55.093177795410156
-10.110061645507812,297.5888671875,-53.70635223388672
-10.110061645507812,297.5888671875,-53.70635223388672
-10.110061645507812,297.5888671875,-53.70635223388672
-20.329620361328125,301.6230163574219,-52.75952911376953
-20.329620361328125,301.6230163574219,-52.75952911376953
-28.537059783935547,302.3473815917969,-52.89827346801758
-28.537059783935547,302.3473815917969,-52.89827346801758
-36.8357048034668,296.2201843261719,-51.767051696777344
-36.8357048034668,296.2201843261719,-51.767051696777344
-36.8357048034668,296.2201843261719,-51.767051696777344
-43.17375564575195,285.58245849609375,-51.81765365600586
-43.17375564575195,285.58245849609375,-51.81765365600586
-43.17375564575195,285.58245849609375,-51.81765365600586
-43.66460037231445,272.88067626953125,-54.995941162109375
-43.66460037231445,272.88067626953125,-54.995941162109375
-36.78573226928711,264.6247253417969,-57.61398696899414
-36.78573226928711,264.6247253417969,-57.61398696899414
-36.78573226928711,264.6247253417969,-57.61398696899414
-23.142494201660156,259.62286376953125,-60.098876953125
-23.142494201660156,259.62286376953125,-60.098876953125
-8.25589370727539,257.1676025390625,-62.70469665527344
-8.25589370727539,257.1676025390625,-62.70469665527344
-0.16059494018554688,254.8264617919922,-65.38511657714844
-0.16059494018554688,254.8264617919922,-65.38511657714844
-3.939281463623047,253.75613403320312,-67.31082153320312
-3.939281463623047,253.75613403320312,-67.31082153320312
-21.469348907470703,249.65008544921875,-70.79564666748047
-21.469348907470703,249.65008544921875,-70.79564666748047
-42.4391975402832,246.95269775390625,-73.08798217773438
-42.4391975402832,246.95269775390625,-73.08798217773438
-42.4391975402832,246.95269775390625,-73.08798217773438
-73.31620788574219,238.5497283935547,-77.94219207763672
-73.31620788574219,238.5497283935547,-77.94219207763672
-95.79084777832031,231.19076538085938,-81.7772445678711
-95.79084777832031,231.19076538085938,-81.7772445678711
-116.08943176269531,223.98757934570312,-87.36830139160156
-116.08943176269531,223.98757934570312,-87.36830139160156
-139.43067932128906,213.87985229492188,-93.04196166992188
-139.43067932128906,213.87985229492188,-93.04196166992188
-139.43067932128906,213.87985229492188,-93.04196166992188
-155.9813232421875,208.4883575439453,-98.86663818359375
-155.9813232421875,208.4883575439453,-98.86663818359375
-167.3091583251953,202.48443603515625,-103.74884033203125
-167.3091583251953,202.48443603515625,-103.74884033203125
-177.28382873535156,194.7875213623047,-107.95354461669922
-177.28382873535156,194.7875213623047,-107.95354461669922
-182.0916290283203,189.2745361328125,-108.95034790039062
-182.0916290283203,189.2745361328125,-108.95034790039062
-184.7667694091797,187.8265838623047,-109.33123779296875
-184.7667694091797,187.8265838623047,-109.33123779296875
-179.88218688964844,188.17929077148438,-107.12633514404297
-179.88218688964844,188.17929077148438,-107.12633514404297
-179.88218688964844,188.17929077148438,-107.12633514404297
-173.21099853515625,188.2275848388672,-103.7348403930664
-173.21099853515625,188.2275848388672,-103.7348403930664
-157.6645050048828,192.2478790283203,-98.10377502441406
-157.6645050048828,192.2478790283203,-98.10377502441406
-137.79310607910156,194.30479431152344,-90.48796844482422
-137.79310607910156,194.30479431152344,-90.48796844482422
-112.22915649414062,197.58094787597656,-82.65560913085938
-112.22915649414062,197.58094787597656,-82.65560913085938
-112.22915649414062,197.58094787597656,-82.65560913085938
-46.169559478759766,207.81362915039062,-70.6484603881836
-46.169559478759766,207.81362915039062,-70.6484603881836
-11.071067810058594,214.8790283203125,-66.758056640625
-11.071067810058594,214.8790283203125,-66.758056640625
-11.071067810058594,214.8790283203125,-66.758056640625
9.419759750366211,215.81753540039062,-64.06599426269531
9.419759750366211,215.81753540039062,-64.06599426269531
21.656158447265625,217.18267822265625,-64.25364685058594
21.656158447265625,217.18267822265625,-64.25364685058594
27.54610824584961,218.96632385253906,-66.14239501953125
27.54610824584961,218.96632385253906,-66.14239501953125
28.303274154663086,219.65794372558594,-67.63033294677734
28.303274154663086,219.65794372558594,-67.63033294677734
28.303274154663086,219.65794372558594,-67.63033294677734
27.736167907714844,219.2650909423828,-68.21915435791016
27.736167907714844,219.2650909423828,-68.21915435791016
27.075042724609375,219.0751495361328,-68.60181427001953
27.075042724609375,219.0751495361328,-68.60181427001953
26.32482147216797,218.60372924804688,-68.66445922851562
26.32482147216797,218.60372924804688,-68.66445922851562
26.32482147216797,218.60372924804688,-68.66445922851562
25.792171478271484,218.49075317382812,-68.3414077758789
25.792171478271484,218.49075317382812,-68.3414077758789
25.530517578125,220.51513671875,-68.6417007446289
25.530517578125,220.51513671875,-68.6417007446289
25.066085815429688,222.09451293945312,-70.58588409423828
25.066085815429688,222.09451293945312,-70.58588409423828
25.066085815429688,222.09451293945312,-70.58588409423828
24.508251190185547,220.26483154296875,-75.6536636352539
24.508251190185547,220.26483154296875,-75.6536636352539
23.251262664794922,215.18882751464844,-81.8510513305664
23.251262664794922,215.18882751464844,-81.8510513305664
