index_x_coor,index_y_coor,index_z_coor,palm_x_coor,palm_y_coor,palm_z_coor,index_x_velocity,index_y_velocity,index_z_velocity,palm_velocity_x,palm_velocity_y,palm_velocity_z,confidence,hand_grab_angle,hand_grab_strength,armPosition_x,armPosition_y,armPosition_z,tip_rotation_x,tip_rotation_y,tip_rotation_z,tip_rotation_w,target
-129.59425354003906,263.76971435546875,-16.543025970458984,-87.76817321777344,215.2741851806641,85.04378509521484,18.864694342482835,-270.97795269917697,9.21147032182489,58.629051208496094,-191.050521850586,29.430498123168945,0.7165306210517883,2.5145535469055176,0.0,-60.335880279541016,180.6912078857422,135.98077392578125,0.2248598933219909,0.1004975959658622,0.0560322739183902,0.967573583126068,1
-129.26901245117188,257.45880126953125,-17.16286849975586,-87.12553405761719,210.36526489257807,86.19194793701172,14.860993192414751,-288.35974179860204,-28.3219922806602,69.28590393066406,-283.0516357421875,66.88603210449219,0.7031333446502686,2.525784730911255,0.0,-59.592716217041016,176.09373474121094,137.18829345703125,0.2135541886091232,0.1030413582921028,0.060003574937582,0.96962708234787,1
-129.2666015625,249.8313140869141,-18.290292739868164,-86.10781860351562,204.24871826171875,87.86227416992188,0.1067000977927818,-337.5741226846003,-49.89706827913324,75.55950927734375,-260.35211181640625,71.79051971435547,0.6892556548118591,2.537093162536621,0.0,-58.533451080322266,170.8776397705078,139.21629333496094,0.2027431279420852,0.1115742847323417,0.0580892376601696,0.971118986606598,1
-127.55331420898438,237.9500427246093,-19.91791343688965,-84.50564575195312,194.7921905517578,90.40330505371094,79.56606883800123,-551.7732055608067,-75.5876591020351,110.23419189453124,-460.3382263183594,124.3874740600586,0.662652850151062,2.553374052047729,0.0,-56.69034194946289,162.84555053710938,142.14878845214844,0.1847928166389465,0.1105479821562767,0.0484477318823337,0.9753376841545104,1
-125.6549072265625,227.40008544921875,-22.56036376953125,-82.218994140625,186.19790649414065,93.869140625,86.1259359032847,-478.6249484415166,-119.88130579164137,134.11587524414062,-382.7985534667969,155.0985870361328,0.6487401127815247,2.5448544025421143,0.0,-54.4925422668457,155.4818878173828,146.23947143554688,0.1658543944358825,0.1152354776859283,0.0432357713580131,0.978439450263977,1
-123.83375549316406,220.9375457763672,-23.584142684936523,-79.84321594238281,180.68397521972656,96.03943634033205,82.35826362995431,-292.25656288536265,-46.29853310267208,134.5355682373047,-237.256088256836,94.10843658447266,0.6572457551956177,2.527714252471924,0.0,-52.43259048461914,151.31338500976562,149.48910522460938,0.1596828401088714,0.1247720941901207,0.0345300324261188,0.9786424040794371,1
-118.19276428222656,214.4111175537109,-24.794893264770508,-75.846435546875,175.78001403808594,99.02375030517578,254.723405609373,-294.706011971226,-54.67239701435028,178.87240600585938,-179.70953369140625,110.14201354980467,0.6467961668968201,2.5064477920532227,0.0,-48.529178619384766,147.32228088378906,153.0875701904297,0.14805968105793,0.1106202527880668,0.0406922250986099,0.9819295406341552,1
-114.8091278076172,215.0072784423828,-24.135648727416992,-72.45747375488281,175.88890075683594,99.96463012695312,152.12141307711136,26.802180874510668,29.63829339768563,233.8016662597656,6.738156318664551,56.59332275390625,0.6600415110588074,2.511863946914673,0.0,-46.10568618774414,147.4875030517578,154.74331665039062,0.149596020579338,0.1142604574561119,0.0452504120767116,0.9810799956321716,1
-111.3770751953125,217.92958068847656,-23.858623504638672,-69.58091735839844,177.9290008544922,100.14787292480467,155.4864607382915,132.39261887292378,12.550411165204425,153.98199462890625,86.63026428222656,8.37975025177002,0.6725674867630005,2.519715070724488,0.0,-44.07468032836914,149.28636169433594,155.2133026123047,0.154036283493042,0.1137345731258392,0.0507732480764389,0.9801833033561708,1
-106.82655334472656,227.0097198486328,-23.107574462890625,-65.89007568359375,183.17254638671875,99.56270599365234,204.00540565367555,407.0736354163382,33.67043812961492,173.6356201171875,201.1997528076172,-21.80274200439453,0.6591963768005371,2.51084852218628,0.0,-41.34817123413086,153.36102294921875,154.8201904296875,0.1793854087591171,0.1138164177536964,0.0544335134327411,0.9756554961204528,1
-102.36946105957033,237.0740203857422,-23.28838539123535,-62.498348236083984,190.5238647460937,98.63400268554688,197.58074985002168,446.1455854213564,-8.015261187749275,205.253158569336,375.3460083007813,-46.76302337646485,0.6538366079330444,2.4962007999420166,0.0,-38.78920364379883,159.4654541015625,153.81747436523438,0.1970207393169403,0.1120660603046417,0.0471996441483497,0.9728289842605592,1
-97.33943176269533,250.3394012451172,-23.09507751464844,-59.03550338745117,201.05569458007807,96.97396850585938,215.06370497029275,567.1740236645564,8.265062822705659,144.11123657226562,340.6324462890625,-53.02817916870117,0.6474440097808838,2.4659619331359863,0.0,-36.0869026184082,168.50282287597656,151.8765411376953,0.2234811037778854,0.1047520563006401,0.0462429672479629,0.9679591059684752,1
-96.38337707519533,253.48660278320312,-23.01859474182129,-57.98493576049805,205.05848693847656,96.95059967041016,41.98255306482315,138.2008344354108,3.35853389010299,102.29055786132812,267.32781982421875,-0.9366793036460876,0.6758057475090027,2.5007123947143555,0.0,-35.55130386352539,171.08853149414062,151.02786254882812,0.2087438255548477,0.10206139087677,0.0518862456083297,0.9712452292442322,1
-94.12876892089844,260.0433044433594,-22.750635147094727,-55.96957778930664,210.8095703125,95.6057586669922,98.41535230353476,286.2049898132682,11.69663911126554,117.36297607421876,243.2894592285156,-56.20904159545898,0.6950711607933044,2.4996883869171143,0.0,-34.023624420166016,175.56381225585938,148.95973205566406,0.2181143909692764,0.0962865650653839,0.0583811625838279,0.9694052934646606,1
-84.41009521484375,255.43814086914065,-26.52292823791504,-47.07313919067383,207.6259307861328,100.39265441894533,84.0567042628536,-322.33987758797593,-69.28896248407545,101.20184326171876,-220.3343505859375,99.94670867919922,0.6976045370101929,2.5796384811401367,0.0,-26.25118637084961,172.01821899414062,153.0985870361328,0.201143130660057,0.0821042358875274,0.0580232068896293,0.974388837814331,1
-81.02449035644531,244.63687133789065,-28.49553298950196,-44.50168991088867,199.77642822265625,103.69618225097656,138.2594369299477,-441.0962017066777,-80.55612915464735,116.358154296875,-256.6463623046875,108.74313354492188,0.6605393290519714,2.56795334815979,0.0,-23.96898651123047,165.29959106445312,156.78594970703125,0.1730778366327285,0.080449067056179,0.0421364642679691,0.9807122349739076,1
